Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Unnamed: 16,Unnamed: 17
1348,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,91.29,149423.73,,
1349,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,74.87,41334.86,,
1350,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,91.79,138316.25,,
1351,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,83.02,45232.5,,
1352,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,87.72,125072.25,,
1353,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,75.62,40412.33,,
1354,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,80.66,113412.8,,
1355,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,63.9,35648.22,,
1356,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,DMF,55.68,87044.87,,
1357,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,9.62,7744.54,,
1358,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,89.45,175358.16,,
1359,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,81.29,45243.33,,
1360,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,84.98,155789.63,,
1361,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,65.69,38546.56,,
1362,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,73.08,132872.35,,
1363,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,68.07,37568.97,,
1364,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,60.71,89471.2,,
1365,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,72.44,39528.9,,
1366,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,80.63,114857.12,,
1367,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,23.33,16193.53,,
1368,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,DMF,61.26,96107.32,,
1369,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,DMF,8.8,7525.49,,
1370,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,DMF,90.61,166210.9,,
1371,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,DMF,87.35,47979.36,,
1372,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,DMF,89.78,154911.05,,
1373,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,DMF,79.47,43158.4,,
1374,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,DMF,90.18,152975.38,,
1375,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,DMF,83.1,45527.13,,
1376,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,DMF,76.61,112184.13,,
1377,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,DMF,85.48,45947.76,,
1378,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,DMF,91.32,128878.63,,
1379,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,DMF,24.75,17366.02,,
1380,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,CsF,2.5,DMF,79.83,115368.14,,
1381,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,DMF,12.07,9191.04,,
1382,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,DMF,88.27,154396.18,,
1383,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,DMF,82.92,45551.54,,
1384,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,DMF,80.35,138472.62,,
1385,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,DMF,66.72,36134.24,,
1386,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,DMF,83.56,135438.01,,
1387,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,DMF,59.91,34907.44,,
1388,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,DMF,56.67,75552.85,,
1389,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,DMF,57.98,30386.12,,
1390,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,DMF,71.55,94954.97,,
1391,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,DMF,25.46,16506.38,,
1392,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,K3PO4,2.5,DMF,38.04,66319.97,,
1393,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,49.99,27470.25,,
1394,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,92.73,166122.58,,
1395,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,90.14,49324.98,,
1396,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,90.79,155019.49,,
1397,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,67.92,34833.66,,
1398,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,92.7,133287.6,,
1399,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,85.37,44937.11,,
1400,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,81.9,111816.83,,
1401,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,66.05,35130.88,,
1402,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,70.99,88500.48,,
1403,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,65.81,34281.15,,
1404,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,KOH,2.5,DMF,47.69,76376.26,,
1405,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,76.2,43369.15,,
1406,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,96.42,158268.98,,
1407,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,94.57,53912.52,,
1408,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,92.8,162166.8,,
1409,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,73.68,40603.6,,
1410,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,94.57,147687.47,,
1411,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,86.08,50089.22,,
1412,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,83.96,112543.28,,
1413,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,75.29,40350.89,,
1414,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,34.87,48423.89,,
1415,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,51.77,30234.58,,
1416,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,DMF,54.2,87437.42,,
1417,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,DMF,82.54,43008.13,,
1418,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,DMF,87.27,143517.49,,
1419,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,DMF,80.07,42628.23,,
1420,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,DMF,62.34,109222.09,,
1421,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,DMF,60.03,32436.06,,
1422,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,DMF,79.46,126737.96,,
1423,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,DMF,52.43,29331.88,,
1424,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,DMF,49.28,64657.11,,
1425,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,DMF,50.85,28004.07,,
1426,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,DMF,56.78,72356.46,,
1427,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,DMF,16.03,11147.51,,
1428,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,DMF,24.49,43948.02,,
1429,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,DMF,71.32,38072.7,,
1430,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,DMF,84.47,157256.08,,
1431,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,DMF,78.24,43804.99,,
1432,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,DMF,66.87,114426.8,,
1433,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,DMF,56.86,31249.35,,
1434,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,DMF,72.38,121450.13,,
1435,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,DMF,47.9,27247.64,,
1436,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,DMF,47.67,64955.46,,
1437,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,DMF,48.25,25427.03,,
1438,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,,2.5,DMF,60.42,92085.21,,
1439,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,DMF,1.61,13127.36,,
1440,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,,2.5,DMF,27.8,51307.41,,
1441,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeOH,86.11,51075.44,,
1442,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeOH,93.65,193528.05,,
1443,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeOH,92.07,75732.34,,
1444,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeOH,93.78,259620.04,,
1445,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeOH,91.83,65070.71,,
1446,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeOH,94.15,241112.09,,
1447,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeOH,90.26,74048.93,,
1448,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeOH,88.43,312194.5,,
1449,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeOH,91.45,79861.71,,
1450,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeOH,91.57,274855.3,,
1451,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeOH,82.59,74288.44,,
1452,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,MeOH,90.05,198483.63,,
1453,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,71.72,56417.09,,
1454,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeOH,93.82,270107.0,,
1455,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,92.52,84189.47,,
1456,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,92.43,262022.45,,
1457,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,91.08,78096.73,,
1458,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,93.13,265068.25,,
1459,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,86.63,72894.85,,
1460,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,75.01,203483.57,,
1461,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,86.36,76176.73,,
1462,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,89.63,257820.09,,
1463,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,53.62,44054.15,,
1464,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeOH,88.8,162931.82,,
1465,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,75.91,72956.43,,
1466,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeOH,89.29,247563.48,,
1467,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,85.76,76890.14,,
1468,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,88.01,239691.83,,
1469,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,88.6,78510.39,,
1470,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,90.39,260875.07,,
1471,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,65.6,49015.62,,
1472,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,67.45,192202.3,,
1473,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,77.72,54886.04,,
1474,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,82.99,223271.24,,
1475,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,32.32,33067.74,,
1476,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,,,CsF,2.5,MeOH,75.07,163976.54,,
1477,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,91.29,55806.96,,
1478,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeOH,96.74,253635.7,,
1479,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,92.82,61787.17,,
1480,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,96.3,200502.73,,
1481,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,93.73,54160.68,,
1482,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,95.37,188475.82,,
1483,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,91.37,52994.37,,
1484,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,88.13,181065.3,,
